SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/331/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 243 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.205e+00     6.542e-02  
T     =       4.301s       66.634s  

RSS   =    1.895e-03
SD    =    7.947e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.020e+00    1.982e-02
    2       2.000s     8.432e-01     8.207e-01   -2.250e-02
    3       3.000s     6.803e-01     6.626e-01   -1.763e-02
    4       4.000s     5.391e-01     5.372e-01   -1.889e-03
    5       5.000s     4.295e-01     4.376e-01    8.096e-03
    6       6.000s     3.468e-01     3.585e-01    1.173e-02
    7       7.000s     2.840e-01     2.956e-01    1.167e-02
    8       8.000s     2.372e-01     2.457e-01    8.500e-03
    9       9.000s     2.025e-01     2.059e-01    3.326e-03
   10      10.000s     1.754e-01     1.742e-01   -1.264e-03
   11      11.000s     1.529e-01     1.489e-01   -3.988e-03
   12      12.000s     1.343e-01     1.287e-01   -5.597e-03
   13      13.000s     1.191e-01     1.125e-01   -6.558e-03
   14      14.000s     1.058e-01     9.952e-02   -6.282e-03
   15      15.000s     9.388e-02     8.908e-02   -4.797e-03
   16      16.000s     8.382e-02     8.066e-02   -3.165e-03
   17      17.000s     7.576e-02     7.383e-02   -1.930e-03
   18      18.000s     6.898e-02     6.828e-02   -7.084e-04
   19      19.000s     6.316e-02     6.373e-02    5.640e-04
   20      20.000s     5.858e-02     5.998e-02    1.396e-03
   21      21.000s     5.501e-02     5.686e-02    1.853e-03
   22      22.000s     5.169e-02     5.426e-02    2.570e-03
   23      23.000s     4.855e-02     5.206e-02    3.510e-03
   24      24.000s     4.631e-02     5.018e-02    3.869e-03
   25      25.000s     4.520e-02     4.855e-02    3.350e-03
   26      26.000s     4.469e-02     4.714e-02    2.449e-03
   27      27.000s     4.451e-02     4.589e-02    1.376e-03
   28      28.000s     4.502e-02     4.477e-02   -2.503e-04
   29      29.000s     4.627e-02     4.375e-02   -2.519e-03
   30      30.000s     4.781e-02     4.283e-02   -4.979e-03

============================================================

