SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/313/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 282 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.181e+00     9.162e-02  
T     =       4.242s       68.620s  

RSS   =    2.472e-03
SD    =    9.077e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.024e+00    2.355e-02
    2       2.000s     8.507e-01     8.262e-01   -2.449e-02
    3       3.000s     6.918e-01     6.701e-01   -2.165e-02
    4       4.000s     5.516e-01     5.465e-01   -5.031e-03
    5       5.000s     4.409e-01     4.486e-01    7.784e-03
    6       6.000s     3.574e-01     3.711e-01    1.369e-02
    7       7.000s     2.955e-01     3.096e-01    1.411e-02
    8       8.000s     2.501e-01     2.607e-01    1.060e-02
    9       9.000s     2.166e-01     2.219e-01    5.291e-03
   10      10.000s     1.906e-01     1.910e-01    3.849e-04
   11      11.000s     1.696e-01     1.664e-01   -3.163e-03
   12      12.000s     1.522e-01     1.467e-01   -5.479e-03
   13      13.000s     1.375e-01     1.309e-01   -6.573e-03
   14      14.000s     1.246e-01     1.183e-01   -6.346e-03
   15      15.000s     1.134e-01     1.080e-01   -5.323e-03
   16      16.000s     1.040e-01     9.974e-02   -4.289e-03
   17      17.000s     9.634e-02     9.298e-02   -3.359e-03
   18      18.000s     8.959e-02     8.744e-02   -2.149e-03
   19      19.000s     8.354e-02     8.286e-02   -6.851e-04
   20      20.000s     7.848e-02     7.904e-02    5.611e-04
   21      21.000s     7.444e-02     7.583e-02    1.384e-03
   22      22.000s     7.111e-02     7.309e-02    1.985e-03
   23      23.000s     6.827e-02     7.075e-02    2.473e-03
   24      24.000s     6.596e-02     6.870e-02    2.740e-03
   25      25.000s     6.414e-02     6.690e-02    2.760e-03
   26      26.000s     6.273e-02     6.530e-02    2.569e-03
   27      27.000s     6.185e-02     6.385e-02    1.994e-03
   28      28.000s     6.173e-02     6.253e-02    7.930e-04
   29      29.000s     6.229e-02     6.131e-02   -9.841e-04
   30      30.000s     6.325e-02     6.017e-02   -3.074e-03

============================================================

