SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/277/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.180e+00     4.074e-02  
T     =       5.609s    1021096469107527.625s  

RSS   =    2.166e-03
SD    =    8.497e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.028e+00    2.810e-02
    2       2.000s     8.783e-01     8.669e-01   -1.142e-02
    3       3.000s     7.534e-01     7.320e-01   -2.141e-02
    4       4.000s     6.359e-01     6.191e-01   -1.682e-02
    5       5.000s     5.324e-01     5.246e-01   -7.802e-03
    6       6.000s     4.453e-01     4.456e-01    2.793e-04
    7       7.000s     3.741e-01     3.795e-01    5.361e-03
    8       8.000s     3.168e-01     3.242e-01    7.393e-03
    9       9.000s     2.704e-01     2.779e-01    7.475e-03
   10      10.000s     2.323e-01     2.392e-01    6.840e-03
   11      11.000s     2.007e-01     2.068e-01    6.046e-03
   12      12.000s     1.746e-01     1.797e-01    5.093e-03
   13      13.000s     1.530e-01     1.570e-01    4.008e-03
   14      14.000s     1.350e-01     1.380e-01    3.009e-03
   15      15.000s     1.198e-01     1.221e-01    2.260e-03
   16      16.000s     1.070e-01     1.088e-01    1.794e-03
   17      17.000s     9.612e-02     9.770e-02    1.585e-03
   18      18.000s     8.692e-02     8.840e-02    1.483e-03
   19      19.000s     7.937e-02     8.062e-02    1.247e-03
   20      20.000s     7.325e-02     7.410e-02    8.551e-04
   21      21.000s     6.808e-02     6.866e-02    5.734e-04
   22      22.000s     6.359e-02     6.410e-02    5.083e-04
   23      23.000s     5.997e-02     6.028e-02    3.131e-04
   24      24.000s     5.745e-02     5.709e-02   -3.631e-04
   25      25.000s     5.578e-02     5.442e-02   -1.356e-03
   26      26.000s     5.446e-02     5.219e-02   -2.277e-03
   27      27.000s     5.349e-02     5.032e-02   -3.172e-03
   28      28.000s     5.324e-02     4.875e-02   -4.491e-03
   29      29.000s     5.388e-02     4.744e-02   -6.436e-03
   30      30.000s     5.502e-02     4.635e-02   -8.672e-03

============================================================

