SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/170/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.215e+00     1.613e-02  
T     =       6.433s    72536201328833.359s  

RSS   =    1.024e-02
SD    =    1.848e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.056e+00    5.642e-02
    2       2.000s     9.121e-01     9.066e-01   -5.481e-03
    3       3.000s     8.137e-01     7.784e-01   -3.528e-02
    4       4.000s     7.086e-01     6.687e-01   -3.987e-02
    5       5.000s     6.054e-01     5.747e-01   -3.063e-02
    6       6.000s     5.114e-01     4.943e-01   -1.707e-02
    7       7.000s     4.293e-01     4.255e-01   -3.808e-03
    8       8.000s     3.595e-01     3.665e-01    7.068e-03
    9       9.000s     3.019e-01     3.161e-01    1.419e-02
   10      10.000s     2.554e-01     2.729e-01    1.748e-02
   11      11.000s     2.177e-01     2.359e-01    1.825e-02
   12      12.000s     1.866e-01     2.043e-01    1.768e-02
   13      13.000s     1.610e-01     1.772e-01    1.619e-02
   14      14.000s     1.399e-01     1.540e-01    1.413e-02
   15      15.000s     1.221e-01     1.342e-01    1.208e-02
   16      16.000s     1.070e-01     1.172e-01    1.019e-02
   17      17.000s     9.441e-02     1.026e-01    8.203e-03
   18      18.000s     8.403e-02     9.016e-02    6.135e-03
   19      19.000s     7.519e-02     7.951e-02    4.313e-03
   20      20.000s     6.764e-02     7.038e-02    2.745e-03
   21      21.000s     6.148e-02     6.257e-02    1.090e-03
   22      22.000s     5.658e-02     5.588e-02   -6.954e-04
   23      23.000s     5.246e-02     5.016e-02   -2.304e-03
   24      24.000s     4.894e-02     4.526e-02   -3.684e-03
   25      25.000s     4.625e-02     4.107e-02   -5.182e-03
   26      26.000s     4.452e-02     3.748e-02   -7.044e-03
   27      27.000s     4.367e-02     3.440e-02   -9.269e-03
   28      28.000s     4.370e-02     3.177e-02   -1.193e-02
   29      29.000s     4.467e-02     2.952e-02   -1.515e-02
   30      30.000s     4.633e-02     2.759e-02   -1.874e-02

============================================================

