SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/116/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 342 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.203e+00     8.690e-02  
T     =       4.027s       39.381s  

RSS   =    2.464e-03
SD    =    9.063e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.023e+00    2.300e-02
    2       2.000s     8.433e-01     8.146e-01   -2.873e-02
    3       3.000s     6.707e-01     6.515e-01   -1.913e-02
    4       4.000s     5.227e-01     5.240e-01    1.313e-03
    5       5.000s     4.130e-01     4.241e-01    1.109e-02
    6       6.000s     3.331e-01     3.457e-01    1.257e-02
    7       7.000s     2.727e-01     2.842e-01    1.158e-02
    8       8.000s     2.275e-01     2.359e-01    8.370e-03
    9       9.000s     1.950e-01     1.979e-01    2.841e-03
   10      10.000s     1.699e-01     1.678e-01   -2.119e-03
   11      11.000s     1.486e-01     1.441e-01   -4.583e-03
   12      12.000s     1.310e-01     1.252e-01   -5.779e-03
   13      13.000s     1.169e-01     1.101e-01   -6.790e-03
   14      14.000s     1.048e-01     9.809e-02   -6.676e-03
   15      15.000s     9.336e-02     8.838e-02   -4.976e-03
   16      16.000s     8.358e-02     8.052e-02   -3.060e-03
   17      17.000s     7.595e-02     7.409e-02   -1.861e-03
   18      18.000s     6.946e-02     6.879e-02   -6.730e-04
   19      19.000s     6.349e-02     6.438e-02    8.967e-04
   20      20.000s     5.874e-02     6.067e-02    1.939e-03
   21      21.000s     5.549e-02     5.752e-02    2.034e-03
   22      22.000s     5.269e-02     5.480e-02    2.113e-03
   23      23.000s     4.972e-02     5.244e-02    2.717e-03
   24      24.000s     4.728e-02     5.035e-02    3.065e-03
   25      25.000s     4.587e-02     4.848e-02    2.610e-03
   26      26.000s     4.484e-02     4.679e-02    1.951e-03
   27      27.000s     4.378e-02     4.525e-02    1.467e-03
   28      28.000s     4.336e-02     4.383e-02    4.674e-04
   29      29.000s     4.404e-02     4.251e-02   -1.532e-03
   30      30.000s     4.524e-02     4.127e-02   -3.970e-03

============================================================

