SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/137/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 342 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.265e+00     3.677e-02  
T     =       4.138s      254.262s  

RSS   =    4.003e-03
SD    =    1.155e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.030e+00    2.973e-02
    2       2.000s     8.426e-01     8.164e-01   -2.619e-02
    3       3.000s     6.793e-01     6.488e-01   -3.049e-02
    4       4.000s     5.292e-01     5.172e-01   -1.200e-02
    5       5.000s     4.057e-01     4.138e-01    8.070e-03
    6       6.000s     3.143e-01     3.326e-01    1.824e-02
    7       7.000s     2.503e-01     2.688e-01    1.848e-02
    8       8.000s     2.042e-01     2.186e-01    1.444e-02
    9       9.000s     1.697e-01     1.792e-01    9.513e-03
   10      10.000s     1.444e-01     1.482e-01    3.839e-03
   11      11.000s     1.257e-01     1.238e-01   -1.912e-03
   12      12.000s     1.105e-01     1.047e-01   -5.807e-03
   13      13.000s     9.686e-02     8.959e-02   -7.264e-03
   14      14.000s     8.523e-02     7.772e-02   -7.506e-03
   15      15.000s     7.567e-02     6.837e-02   -7.299e-03
   16      16.000s     6.732e-02     6.100e-02   -6.321e-03
   17      17.000s     5.988e-02     5.518e-02   -4.705e-03
   18      18.000s     5.390e-02     5.058e-02   -3.317e-03
   19      19.000s     4.931e-02     4.694e-02   -2.363e-03
   20      20.000s     4.529e-02     4.406e-02   -1.233e-03
   21      21.000s     4.162e-02     4.176e-02    1.433e-04
   22      22.000s     3.882e-02     3.993e-02    1.106e-03
   23      23.000s     3.697e-02     3.846e-02    1.493e-03
   24      24.000s     3.544e-02     3.729e-02    1.848e-03
   25      25.000s     3.402e-02     3.633e-02    2.315e-03
   26      26.000s     3.312e-02     3.556e-02    2.431e-03
   27      27.000s     3.283e-02     3.492e-02    2.089e-03
   28      28.000s     3.272e-02     3.439e-02    1.668e-03
   29      29.000s     3.282e-02     3.395e-02    1.123e-03
   30      30.000s     3.368e-02     3.357e-02   -1.054e-04

============================================================

