SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/126/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.212e+00     2.946e-02  
T     =       5.361s    268373035969810.750s  

RSS   =    3.645e-03
SD    =    1.102e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.035e+00    3.536e-02
    2       2.000s     8.785e-01     8.642e-01   -1.432e-02
    3       3.000s     7.506e-01     7.221e-01   -2.846e-02
    4       4.000s     6.256e-01     6.043e-01   -2.136e-02
    5       5.000s     5.158e-01     5.064e-01   -9.348e-03
    6       6.000s     4.256e-01     4.253e-01   -3.282e-04
    7       7.000s     3.517e-01     3.579e-01    6.196e-03
    8       8.000s     2.911e-01     3.020e-01    1.090e-02
    9       9.000s     2.434e-01     2.556e-01    1.220e-02
   10      10.000s     2.067e-01     2.171e-01    1.040e-02
   11      11.000s     1.769e-01     1.852e-01    8.284e-03
   12      12.000s     1.516e-01     1.587e-01    7.078e-03
   13      13.000s     1.312e-01     1.367e-01    5.553e-03
   14      14.000s     1.151e-01     1.185e-01    3.364e-03
   15      15.000s     1.014e-01     1.033e-01    1.910e-03
   16      16.000s     8.913e-02     9.074e-02    1.609e-03
   17      17.000s     7.907e-02     8.031e-02    1.244e-03
   18      18.000s     7.127e-02     7.166e-02    3.924e-04
   19      19.000s     6.445e-02     6.448e-02    3.044e-05
   20      20.000s     5.812e-02     5.852e-02    3.922e-04
   21      21.000s     5.312e-02     5.357e-02    4.551e-04
   22      22.000s     4.955e-02     4.947e-02   -8.161e-05
   23      23.000s     4.639e-02     4.606e-02   -3.270e-04
   24      24.000s     4.331e-02     4.324e-02   -7.325e-05
   25      25.000s     4.123e-02     4.089e-02   -3.381e-04
   26      26.000s     4.061e-02     3.895e-02   -1.664e-03
   27      27.000s     4.082e-02     3.733e-02   -3.494e-03
   28      28.000s     4.154e-02     3.599e-02   -5.551e-03
   29      29.000s     4.318e-02     3.488e-02   -8.305e-03
   30      30.000s     4.567e-02     3.396e-02   -1.171e-02

============================================================

