SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/8/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.218e+00     3.543e-02  
T     =       5.867s    376159662791750.438s  

RSS   =    1.121e-02
SD    =    1.933e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.063e+00    6.265e-02
    2       2.000s     9.197e-01     9.017e-01   -1.806e-02
    3       3.000s     8.151e-01     7.659e-01   -4.918e-02
    4       4.000s     6.945e-01     6.514e-01   -4.301e-02
    5       5.000s     5.765e-01     5.549e-01   -2.156e-02
    6       6.000s     4.755e-01     4.735e-01   -2.023e-03
    7       7.000s     3.945e-01     4.049e-01    1.037e-02
    8       8.000s     3.299e-01     3.470e-01    1.702e-02
    9       9.000s     2.789e-01     2.981e-01    1.924e-02
   10      10.000s     2.391e-01     2.570e-01    1.790e-02
   11      11.000s     2.072e-01     2.223e-01    1.503e-02
   12      12.000s     1.804e-01     1.930e-01    1.253e-02
   13      13.000s     1.579e-01     1.683e-01    1.040e-02
   14      14.000s     1.395e-01     1.475e-01    7.936e-03
   15      15.000s     1.244e-01     1.299e-01    5.546e-03
   16      16.000s     1.111e-01     1.151e-01    4.015e-03
   17      17.000s     9.952e-02     1.026e-01    3.092e-03
   18      18.000s     9.005e-02     9.209e-02    2.036e-03
   19      19.000s     8.233e-02     8.321e-02    8.744e-04
   20      20.000s     7.561e-02     7.572e-02    1.133e-04
   21      21.000s     6.969e-02     6.941e-02   -2.830e-04
   22      22.000s     6.485e-02     6.408e-02   -7.691e-04
   23      23.000s     6.106e-02     5.959e-02   -1.470e-03
   24      24.000s     5.806e-02     5.580e-02   -2.254e-03
   25      25.000s     5.587e-02     5.261e-02   -3.254e-03
   26      26.000s     5.468e-02     4.992e-02   -4.764e-03
   27      27.000s     5.448e-02     4.765e-02   -6.828e-03
   28      28.000s     5.500e-02     4.573e-02   -9.269e-03
   29      29.000s     5.597e-02     4.412e-02   -1.185e-02
   30      30.000s     5.693e-02     4.276e-02   -1.417e-02

============================================================

