SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/188/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 193 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.188e+00     1.323e-01  
T     =       3.408s       30.137s  

RSS   =    1.525e-03
SD    =    7.131e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.014e+00    1.407e-02
    2       2.000s     8.078e-01     7.846e-01   -2.323e-02
    3       3.000s     6.211e-01     6.125e-01   -8.605e-03
    4       4.000s     4.773e-01     4.833e-01    5.975e-03
    5       5.000s     3.759e-01     3.861e-01    1.015e-02
    6       6.000s     3.027e-01     3.127e-01    1.003e-02
    7       7.000s     2.495e-01     2.572e-01    7.724e-03
    8       8.000s     2.124e-01     2.151e-01    2.638e-03
    9       9.000s     1.856e-01     1.829e-01   -2.732e-03
   10      10.000s     1.638e-01     1.581e-01   -5.642e-03
   11      11.000s     1.457e-01     1.389e-01   -6.786e-03
   12      12.000s     1.315e-01     1.240e-01   -7.505e-03
   13      13.000s     1.191e-01     1.121e-01   -6.962e-03
   14      14.000s     1.072e-01     1.027e-01   -4.537e-03
   15      15.000s     9.684e-02     9.498e-02   -1.855e-03
   16      16.000s     8.894e-02     8.865e-02   -2.878e-04
   17      17.000s     8.232e-02     8.335e-02    1.028e-03
   18      18.000s     7.589e-02     7.883e-02    2.947e-03
   19      19.000s     7.048e-02     7.492e-02    4.445e-03
   20      20.000s     6.689e-02     7.148e-02    4.583e-03
   21      21.000s     6.415e-02     6.840e-02    4.248e-03
   22      22.000s     6.122e-02     6.561e-02    4.395e-03
   23      23.000s     5.871e-02     6.306e-02    4.347e-03
   24      24.000s     5.742e-02     6.069e-02    3.269e-03
   25      25.000s     5.672e-02     5.848e-02    1.754e-03
   26      26.000s     5.579e-02     5.640e-02    6.036e-04
   27      27.000s     5.503e-02     5.443e-02   -6.040e-04
   28      28.000s     5.505e-02     5.256e-02   -2.493e-03
   29      29.000s     5.544e-02     5.077e-02   -4.674e-03
   30      30.000s     5.571e-02     4.906e-02   -6.650e-03

============================================================

