SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/49/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 303 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.212e+00     9.075e-02  
T     =       3.849s       42.469s  

RSS   =    2.841e-03
SD    =    9.731e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.023e+00    2.323e-02
    2       2.000s     8.353e-01     8.073e-01   -2.796e-02
    3       3.000s     6.623e-01     6.404e-01   -2.184e-02
    4       4.000s     5.115e-01     5.113e-01   -1.982e-04
    5       5.000s     3.984e-01     4.113e-01    1.288e-02
    6       6.000s     3.185e-01     3.338e-01    1.528e-02
    7       7.000s     2.604e-01     2.736e-01    1.322e-02
    8       8.000s     2.177e-01     2.268e-01    9.137e-03
    9       9.000s     1.874e-01     1.904e-01    2.952e-03
   10      10.000s     1.650e-01     1.619e-01   -3.095e-03
   11      11.000s     1.459e-01     1.396e-01   -6.317e-03
   12      12.000s     1.293e-01     1.221e-01   -7.220e-03
   13      13.000s     1.159e-01     1.082e-01   -7.661e-03
   14      14.000s     1.047e-01     9.717e-02   -7.503e-03
   15      15.000s     9.414e-02     8.835e-02   -5.786e-03
   16      16.000s     8.458e-02     8.124e-02   -3.342e-03
   17      17.000s     7.712e-02     7.545e-02   -1.669e-03
   18      18.000s     7.127e-02     7.069e-02   -5.795e-04
   19      19.000s     6.583e-02     6.672e-02    8.880e-04
   20      20.000s     6.098e-02     6.338e-02    2.404e-03
   21      21.000s     5.744e-02     6.053e-02    3.087e-03
   22      22.000s     5.480e-02     5.805e-02    3.254e-03
   23      23.000s     5.221e-02     5.588e-02    3.672e-03
   24      24.000s     4.997e-02     5.395e-02    3.978e-03
   25      25.000s     4.879e-02     5.221e-02    3.418e-03
   26      26.000s     4.829e-02     5.061e-02    2.321e-03
   27      27.000s     4.779e-02     4.915e-02    1.360e-03
   28      28.000s     4.768e-02     4.778e-02    1.004e-04
   29      29.000s     4.879e-02     4.649e-02   -2.300e-03
   30      30.000s     5.087e-02     4.528e-02   -5.594e-03

============================================================

