SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/33/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 123 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.172e+00     5.516e-02  
T     =       5.106s      161.836s  

RSS   =    1.229e-03
SD    =    6.400e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.018e+00    1.800e-02
    2       2.000s     8.626e-01     8.464e-01   -1.623e-02
    3       3.000s     7.215e-01     7.052e-01   -1.633e-02
    4       4.000s     5.945e-01     5.891e-01   -5.420e-03
    5       5.000s     4.894e-01     4.935e-01    4.135e-03
    6       6.000s     4.064e-01     4.149e-01    8.575e-03
    7       7.000s     3.415e-01     3.503e-01    8.811e-03
    8       8.000s     2.900e-01     2.970e-01    6.992e-03
    9       9.000s     2.487e-01     2.532e-01    4.516e-03
   10      10.000s     2.153e-01     2.171e-01    1.878e-03
   11      11.000s     1.880e-01     1.874e-01   -5.512e-04
   12      12.000s     1.652e-01     1.629e-01   -2.307e-03
   13      13.000s     1.460e-01     1.428e-01   -3.274e-03
   14      14.000s     1.298e-01     1.261e-01   -3.739e-03
   15      15.000s     1.162e-01     1.124e-01   -3.872e-03
   16      16.000s     1.046e-01     1.010e-01   -3.563e-03
   17      17.000s     9.444e-02     9.162e-02   -2.816e-03
   18      18.000s     8.574e-02     8.385e-02   -1.888e-03
   19      19.000s     7.836e-02     7.741e-02   -9.439e-04
   20      20.000s     7.200e-02     7.207e-02    6.356e-05
   21      21.000s     6.655e-02     6.762e-02    1.069e-03
   22      22.000s     6.211e-02     6.391e-02    1.797e-03
   23      23.000s     5.868e-02     6.081e-02    2.129e-03
   24      24.000s     5.596e-02     5.821e-02    2.248e-03
   25      25.000s     5.377e-02     5.602e-02    2.253e-03
   26      26.000s     5.226e-02     5.417e-02    1.915e-03
   27      27.000s     5.158e-02     5.260e-02    1.021e-03
   28      28.000s     5.152e-02     5.126e-02   -2.546e-04
   29      29.000s     5.166e-02     5.011e-02   -1.554e-03
   30      30.000s     5.187e-02     4.912e-02   -2.758e-03

============================================================

