SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/124/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 315 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.151e+00     1.178e-01  
T     =       4.095s       36.889s  

RSS   =    1.524e-03
SD    =    7.126e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.016e+00    1.591e-02
    2       2.000s     8.386e-01     8.176e-01   -2.101e-02
    3       3.000s     6.750e-01     6.616e-01   -1.341e-02
    4       4.000s     5.375e-01     5.389e-01    1.431e-03
    5       5.000s     4.331e-01     4.422e-01    9.122e-03
    6       6.000s     3.548e-01     3.659e-01    1.119e-02
    7       7.000s     2.956e-01     3.057e-01    1.009e-02
    8       8.000s     2.522e-01     2.579e-01    5.733e-03
    9       9.000s     2.202e-01     2.201e-01   -1.072e-04
   10      10.000s     1.941e-01     1.899e-01   -4.180e-03
   11      11.000s     1.717e-01     1.658e-01   -5.852e-03
   12      12.000s     1.532e-01     1.465e-01   -6.676e-03
   13      13.000s     1.378e-01     1.309e-01   -6.850e-03
   14      14.000s     1.237e-01     1.183e-01   -5.415e-03
   15      15.000s     1.109e-01     1.080e-01   -2.979e-03
   16      16.000s     1.007e-01     9.947e-02   -1.216e-03
   17      17.000s     9.265e-02     9.242e-02   -2.313e-04
   18      18.000s     8.543e-02     8.651e-02    1.077e-03
   19      19.000s     7.889e-02     8.150e-02    2.610e-03
   20      20.000s     7.393e-02     7.721e-02    3.279e-03
   21      21.000s     7.033e-02     7.349e-02    3.158e-03
   22      22.000s     6.692e-02     7.023e-02    3.309e-03
   23      23.000s     6.358e-02     6.734e-02    3.755e-03
   24      24.000s     6.124e-02     6.474e-02    3.501e-03
   25      25.000s     5.999e-02     6.239e-02    2.399e-03
   26      26.000s     5.895e-02     6.023e-02    1.280e-03
   27      27.000s     5.789e-02     5.824e-02    3.470e-04
   28      28.000s     5.747e-02     5.638e-02   -1.086e-03
   29      29.000s     5.795e-02     5.464e-02   -3.308e-03
   30      30.000s     5.895e-02     5.299e-02   -5.957e-03

============================================================

