SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/171/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.158e+00     3.797e-02  
T     =       6.039s    549864487749214.688s  

RSS   =    1.138e-03
SD    =    6.158e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.019e+00    1.909e-02
    2       2.000s     8.749e-01     8.694e-01   -5.522e-03
    3       3.000s     7.544e-01     7.425e-01   -1.194e-02
    4       4.000s     6.458e-01     6.350e-01   -1.082e-02
    5       5.000s     5.511e-01     5.439e-01   -7.231e-03
    6       6.000s     4.700e-01     4.667e-01   -3.360e-03
    7       7.000s     4.015e-01     4.013e-01   -2.227e-04
    8       8.000s     3.440e-01     3.458e-01    1.784e-03
    9       9.000s     2.960e-01     2.988e-01    2.809e-03
   10      10.000s     2.557e-01     2.590e-01    3.350e-03
   11      11.000s     2.214e-01     2.253e-01    3.869e-03
   12      12.000s     1.923e-01     1.967e-01    4.453e-03
   13      13.000s     1.677e-01     1.725e-01    4.837e-03
   14      14.000s     1.472e-01     1.520e-01    4.791e-03
   15      15.000s     1.301e-01     1.346e-01    4.420e-03
   16      16.000s     1.158e-01     1.198e-01    4.001e-03
   17      17.000s     1.037e-01     1.073e-01    3.635e-03
   18      18.000s     9.353e-02     9.675e-02    3.223e-03
   19      19.000s     8.505e-02     8.778e-02    2.733e-03
   20      20.000s     7.790e-02     8.018e-02    2.282e-03
   21      21.000s     7.180e-02     7.374e-02    1.937e-03
   22      22.000s     6.668e-02     6.828e-02    1.595e-03
   23      23.000s     6.254e-02     6.365e-02    1.110e-03
   24      24.000s     5.935e-02     5.973e-02    3.866e-04
   25      25.000s     5.706e-02     5.641e-02   -6.463e-04
   26      26.000s     5.564e-02     5.360e-02   -2.038e-03
   27      27.000s     5.497e-02     5.121e-02   -3.758e-03
   28      28.000s     5.497e-02     4.919e-02   -5.773e-03
   29      29.000s     5.562e-02     4.748e-02   -8.144e-03
   30      30.000s     5.688e-02     4.603e-02   -1.085e-02

============================================================

