SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/321/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 108 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.174e+00     7.683e-02  
T     =       4.541s      154.259s  

RSS   =    2.091e-03
SD    =    8.349e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.018e+00    1.823e-02
    2       2.000s     8.496e-01     8.316e-01   -1.807e-02
    3       3.000s     7.011e-01     6.817e-01   -1.942e-02
    4       4.000s     5.679e-01     5.614e-01   -6.468e-03
    5       5.000s     4.576e-01     4.647e-01    7.193e-03
    6       6.000s     3.728e-01     3.871e-01    1.430e-02
    7       7.000s     3.104e-01     3.247e-01    1.434e-02
    8       8.000s     2.640e-01     2.746e-01    1.057e-02
    9       9.000s     2.287e-01     2.343e-01    5.605e-03
   10      10.000s     2.014e-01     2.018e-01    4.154e-04
   11      11.000s     1.798e-01     1.757e-01   -4.106e-03
   12      12.000s     1.615e-01     1.547e-01   -6.882e-03
   13      13.000s     1.455e-01     1.377e-01   -7.856e-03
   14      14.000s     1.319e-01     1.240e-01   -7.907e-03
   15      15.000s     1.204e-01     1.129e-01   -7.523e-03
   16      16.000s     1.104e-01     1.039e-01   -6.530e-03
   17      17.000s     1.016e-01     9.661e-02   -4.975e-03
   18      18.000s     9.394e-02     9.067e-02   -3.269e-03
   19      19.000s     8.739e-02     8.582e-02   -1.565e-03
   20      20.000s     8.168e-02     8.185e-02    1.627e-04
   21      21.000s     7.698e-02     7.857e-02    1.589e-03
   22      22.000s     7.352e-02     7.586e-02    2.341e-03
   23      23.000s     7.090e-02     7.361e-02    2.703e-03
   24      24.000s     6.845e-02     7.171e-02    3.263e-03
   25      25.000s     6.614e-02     7.011e-02    3.975e-03
   26      26.000s     6.452e-02     6.875e-02    4.228e-03
   27      27.000s     6.385e-02     6.757e-02    3.723e-03
   28      28.000s     6.391e-02     6.655e-02    2.635e-03
   29      29.000s     6.458e-02     6.564e-02    1.065e-03
   30      30.000s     6.587e-02     6.484e-02   -1.025e-03

============================================================

