SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/112/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 276 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.256e+00     4.054e-02  
T     =       4.100s      382.949s  

RSS   =    3.030e-03
SD    =    1.005e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.025e+00    2.486e-02
    2       2.000s     8.356e-01     8.117e-01   -2.390e-02
    3       3.000s     6.700e-01     6.447e-01   -2.529e-02
    4       4.000s     5.219e-01     5.138e-01   -8.169e-03
    5       5.000s     4.025e-01     4.111e-01    8.668e-03
    6       6.000s     3.139e-01     3.307e-01    1.683e-02
    7       7.000s     2.511e-01     2.677e-01    1.655e-02
    8       8.000s     2.063e-01     2.183e-01    1.197e-02
    9       9.000s     1.732e-01     1.795e-01    6.337e-03
   10      10.000s     1.483e-01     1.491e-01    8.355e-04
   11      11.000s     1.292e-01     1.253e-01   -3.870e-03
   12      12.000s     1.135e-01     1.066e-01   -6.861e-03
   13      13.000s     9.976e-02     9.194e-02   -7.822e-03
   14      14.000s     8.785e-02     8.042e-02   -7.432e-03
   15      15.000s     7.783e-02     7.137e-02   -6.458e-03
   16      16.000s     6.937e-02     6.426e-02   -5.104e-03
   17      17.000s     6.209e-02     5.867e-02   -3.422e-03
   18      18.000s     5.600e-02     5.426e-02   -1.741e-03
   19      19.000s     5.113e-02     5.079e-02   -3.389e-04
   20      20.000s     4.722e-02     4.805e-02    8.276e-04
   21      21.000s     4.404e-02     4.588e-02    1.834e-03
   22      22.000s     4.159e-02     4.415e-02    2.560e-03
   23      23.000s     3.985e-02     4.278e-02    2.932e-03
   24      24.000s     3.861e-02     4.169e-02    3.074e-03
   25      25.000s     3.778e-02     4.081e-02    3.023e-03
   26      26.000s     3.752e-02     4.010e-02    2.578e-03
   27      27.000s     3.792e-02     3.952e-02    1.600e-03
   28      28.000s     3.881e-02     3.904e-02    2.295e-04
   29      29.000s     3.997e-02     3.865e-02   -1.323e-03
   30      30.000s     4.130e-02     3.832e-02   -2.977e-03

============================================================

