SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/200/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 354 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.194e+00     8.337e-02  
T     =       4.093s       39.414s  

RSS   =    1.355e-03
SD    =    6.720e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.016e+00    1.621e-02
    2       2.000s     8.291e-01     8.115e-01   -1.757e-02
    3       3.000s     6.653e-01     6.508e-01   -1.451e-02
    4       4.000s     5.282e-01     5.245e-01   -3.726e-03
    5       5.000s     4.201e-01     4.253e-01    5.116e-03
    6       6.000s     3.367e-01     3.471e-01    1.045e-02
    7       7.000s     2.740e-01     2.856e-01    1.160e-02
    8       8.000s     2.284e-01     2.371e-01    8.688e-03
    9       9.000s     1.949e-01     1.987e-01    3.791e-03
   10      10.000s     1.691e-01     1.684e-01   -6.789e-04
   11      11.000s     1.480e-01     1.443e-01   -3.744e-03
   12      12.000s     1.306e-01     1.251e-01   -5.517e-03
   13      13.000s     1.159e-01     1.098e-01   -6.118e-03
   14      14.000s     1.031e-01     9.746e-02   -5.648e-03
   15      15.000s     9.210e-02     8.754e-02   -4.564e-03
   16      16.000s     8.283e-02     7.949e-02   -3.345e-03
   17      17.000s     7.497e-02     7.291e-02   -2.060e-03
   18      18.000s     6.813e-02     6.749e-02   -6.413e-04
   19      19.000s     6.228e-02     6.298e-02    7.028e-04
   20      20.000s     5.753e-02     5.920e-02    1.671e-03
   21      21.000s     5.377e-02     5.599e-02    2.216e-03
   22      22.000s     5.078e-02     5.323e-02    2.448e-03
   23      23.000s     4.842e-02     5.084e-02    2.420e-03
   24      24.000s     4.652e-02     4.874e-02    2.216e-03
   25      25.000s     4.485e-02     4.686e-02    2.018e-03
   26      26.000s     4.335e-02     4.518e-02    1.837e-03
   27      27.000s     4.229e-02     4.365e-02    1.363e-03
   28      28.000s     4.195e-02     4.225e-02    2.950e-04
   29      29.000s     4.229e-02     4.094e-02   -1.351e-03
   30      30.000s     4.317e-02     3.973e-02   -3.443e-03

============================================================

